00195710 880211 -0.012605 0.003871
00195710 880212 -0.008511 0.007406
00195710 880216 0.008584 0.001411
00195710 880217 -0.004255 0.002414
00195710 880218 0 0.002845
00195710 880219 0.008547 0.004753
00195710 880222 0.012712 0.006375
00195710 880223 -0.008368 0.001864
00195710 880224 -0.008439 0.004237
00195710 880225 -0.004255 0.005164
00195710 880226 -0.008547 0.001747
00195710 880229 0.012931 0.011278
00195710 880301 -0.008511 0.001305
00195710 880302 0.008584 0.005652
00195710 880303 -0.017021 0.002895
00195710 880304 0.004329 0.004586
00195710 880307 -0.017241 0.00374
00195710 880308 -0.008772 0.006258
00195710 880309 0.00885 0.008291
00195710 880310 -0.008772 -0.004363
00195710 880311 -0.00885 0.000796
00195710 880314 0.013393 0.002721
00195710 880315 0.008811 0.001341
00195710 880316 0.004367 0.004319
00195710 880317 0.008696 0.005612
00195710 880318 -0.008621 0.003249
00195710 880321 -0.004348 -0.004265
00195710 880322 -0.008734 0.00276
00195710 880323 -0.004405 0.003259
00195710 880324 -0.017699 -0.006748
00195710 880325 -0.011712 -0.006075
00195710 880328 -0.013825 -0.006236
00195710 880329 0.004673 0.006625
00195710 880330 -0.013953 -0.001708
00195710 880331 0.018868 0.007634
00195710 880404 -0.013889 -0.005177
00195710 880405 0.00939 0.002342
00195710 880406 0.046512 0.007862
00195710 880407 -0.004444 0.003649
00195710 880408 0.004464 0.008284
00195710 880411 -0.008889 0.000455
00195710 880412 0.008969 0.004093
00195710 880413 -0.004444 0.000273
00195710 880414 -0.049107 -0.017634
00195710 880415 0 -0.001734
00195710 880418 -0.00939 0.002671
00195710 880419 0.004739 0.004033
00195710 880420 0 -0.004894
00195710 880421 0.004717 -0.000031
00195710 880422 0.018779 0.003857
00195710 880425 0.004608 0.002482
00195710 880426 -0.018349 0.004963
00195710 880427 -0.004673 0.002056
00195710 880428 -0.00939 0.001157
00195710 880429 0.004739 0.003796
00195710 880502 0 -0.001114
00195710 880503 0.018868 0.002655
00195710 880504 -0.023148 -0.000176
00195710 880505 -0.009479 -0.001624
00195710 880506 -0.004785 0.000376
00195710 880509 0.014423 -0.005489
00195710 880510 0.028436 0.000986
00195710 880511 -0.009217 -0.012381
00195710 880512 0.018605 0.002235
00195710 880513 -0.004566 0.005115
00195710 880516 0 0.000834
00195710 880517 -0.027523 -0.001624
00195710 880518 -0.018868 -0.010956
00195710 880519 0.024038 -0.001865
00195710 880520 0.004695 0.003239
00195710 880523 -0.014019 -0.003542
00195710 880524 0.004739 0.0017
00195710 880525 -0.014151 0.001598
00282410 880225 -0.00495 0.005164
00282410 880226 -0.007463 0.001747
00282410 880229 0.042607 0.011278
00282410 880301 -0.004808 0.001305
00282410 880302 -0.002415 0.005652
00282410 880303 0.002421 0.002895
00282410 880304 -0.002415 0.004586
00282410 880307 -0.002421 0.00374
00282410 880308 -0.024272 0.006258
00282410 880309 0 0.008291
00282410 880310 -0.0199 -0.004363
00282410 880311 -0.025381 0.000796
00282410 880314 0.010417 0.002721
00282410 880315 0.002577 0.001341
00282410 880316 -0.002571 0.004319
00282410 880317 0.018041 0.005612
00282410 880318 0.017722 0.003249
00282410 880321 -0.00995 -0.004265
00282410 880322 -0.01005 0.00276
00282410 880323 -0.017766 0.003259
00282410 880324 -0.010336 -0.006748
00282410 880325 -0.031332 -0.006075
00282410 880328 0.002695 -0.006236
00282410 880329 0.010753 0.006625
00282410 880330 -0.00266 -0.001708
00282410 880331 0 0.007634
00282410 880404 -0.013333 -0.005177
00282410 880405 0.013514 0.002342
00282410 880406 0.016 0.007862
00282410 880407 0.026247 0.003649
