00282410 880408 0.033248 0.008284
00282410 880411 -0.001485 0.000455
00282410 880412 0.004988 0.004093
00282410 880413 -0.002481 0.000273
00282410 880414 -0.039801 -0.017634
00282410 880415 -0.010363 -0.001734
00282410 880418 -0.005236 0.002671
00282410 880419 -0.021053 0.004033
00282410 880420 -0.013441 -0.004894
00282410 880421 -0.013624 -0.000031
00282410 880422 0.022099 0.003857
00282410 880425 0.024324 0.002482
00282410 880426 0.01847 0.004963
00282410 880427 -0.023316 0.002056
00282410 880428 -0.013263 0.001157
00282410 880429 -0.018817 0.003796
00282410 880502 0.013699 -0.001114
00282410 880503 -0.005405 0.002655
00282410 880504 -0.008152 -0.000176
00282410 880505 -0.010959 -0.001624
00282410 880506 -0.019391 0.000376
00282410 880509 0.008475 -0.005489
00282410 880510 -0.014006 0.000986
00282410 880511 -0.019886 -0.012381
00282410 880512 -0.002899 0.002235
00282410 880513 0.017442 0.005115
00282410 880516 0.028571 0.000834
00282410 880517 -0.011111 -0.001624
00282410 880518 -0.019663 -0.010956
00282410 880519 -0.002865 -0.001865
00282410 880520 0.005747 0.003239
00282410 880523 -0.014286 -0.003542
00282410 880524 0.014493 0.0017
00282410 880525 0.008571 0.001598
00282410 880526 0.031161 0.003151
00282410 880527 -0.008242 -0.000359
00282410 880531 0.027701 0.006501
00790310 880225 -0.020408 0.005164
00790310 880226 -0.010417 0.001747
00790310 880229 0.010526 0.011278
00790310 880301 -0.020833 0.001305
00790310 880302 0.053191 0.005652
00790310 880303 0 0.002895
00790310 880304 -0.020202 0.004586
00790310 880307 0.041237 0.00374
00790310 880308 0.039604 0.006258
00790310 880309 0.009524 0.008291
00790310 880310 -0.04717 -0.004363
00790310 880311 -0.009901 0.000796
00790310 880314 0 0.002721
00790310 880315 0.01 0.001341
00790310 880316 -0.029703 0.004319
00790310 880317 0.010204 0.005612
00790310 880318 0.010101 0.003249
00790310 880321 -0.03 -0.004265
00790310 880322 0.030928 0.00276
00790310 880323 -0.02 0.003259
00790310 880324 -0.030612 -0.006748
00790310 880325 -0.052632 -0.006075
00790310 880328 -0.011111 -0.006236
00790310 880329 0.022472 0.006625
00790310 880330 -0.032967 -0.001708
00790310 880331 0 0.007634
00790310 880404 0.011364 -0.005177
00790310 880405 0.022472 0.002342
00790310 880406 0.054945 0.007862
00790310 880407 0.041667 0.003649
00790310 880408 0.07 0.008284
00790310 880411 0.028037 0.000455
00790310 880412 -0.009091 0.004093
00790310 880413 -0.018349 0.000273
00790310 880414 -0.056075 -0.017634
00790310 880415 -0.009901 -0.001734
00790310 880418 0.03 0.002671
00790310 880419 -0.019417 0.004033
00790310 880420 -0.009901 -0.004894
00790310 880421 0 -0.000031
00790310 880422 0.05 0.003857
00790310 880425 0.028571 0.002482
00790310 880426 0.018519 0.004963
00790310 880427 0.036364 0.002056
00790310 880428 0.017544 0.001157
00790310 880429 -0.008621 0.003796
00790310 880502 0 -0.001114
00790310 880503 -0.008696 0.002655
00790310 880504 0.017544 -0.000176
00790310 880505 0 -0.001624
00790310 880506 -0.017241 0.000376
00790310 880509 -0.04386 -0.005489
00790310 880510 0.018349 0.000986
00790310 880511 0 -0.012381
00790310 880512 0.045045 0.002235
00790310 880513 0.034483 0.005115
00790310 880516 0 0.000834
00790310 880517 -0.016667 -0.001624
00790310 880518 -0.033898 -0.010956
00790310 880519 0.04386 -0.001865
00790310 880520 -0.016807 0.003239
00790310 880523 -0.034188 -0.003542
00790310 880524 0.026549 0.0017
00790310 880525 -0.008621 0.001598
00790310 880526 -0.008696 0.003151
00790310 880527 0 -0.000359
00790310 880531 0.052632 0.006501
00811710 880225 -0.036458 0.005164
00811710 880226 0.010811 0.001747
00811710 880229 0.018717 0.011278
00811710 880301 0 0.001305
00811710 880302 0.002625 0.005652
00811710 880303 0.005236 0.002895
00811710 880304 -0.007813 0.004586
00811710 880307 0.002625 0.00374
00811710 880308 0 0.006258
00811710 880309 -0.010471 0.008291
00811710 880310 -0.010582 -0.004363
00811710 880311 -0.002674 0.000796
00811710 880314 -0.008043 0.002721
00811710 880315 0 0.001341
00811710 880316 0 0.004319
00811710 880317 -0.010811 0.005612
00811710 880318 -0.008197 0.003249
00811710 880321 -0.002755 -0.004265
00811710 880322 -0.005525 0.00276
00811710 880323 -0.005556 0.003259
00811710 880324 -0.013966 -0.006748
00811710 880325 -0.002833 -0.006075
00811710 880328 -0.017045 -0.006236
00811710 880329 0.00578 0.006625
00811710 880330 -0.014368 -0.001708
00811710 880331 0.023324 0.007634
00811710 880404 -0.008547 -0.005177
00811710 880405 0.031609 0.002342
00811710 880406 -0.011142 0.007862
00811710 880407 -0.016901 0.003649
00811710 880408 0.014327 0.008284
00811710 880411 0.00565 0.000455
00811710 880412 0.016854 0.004093
00811710 880413 0.002762 0.000273
00811710 880414 -0.044077 -0.017634
00811710 880415 -0.020173 -0.001734
00811710 880418 0.002941 0.002671
00811710 880419 -0.005865 0.004033
00811710 880420 0.00295 -0.004894
00811710 880421 0.002941 -0.000031
00811710 880422 0.002933 0.003857
00811710 880425 0.013216 0.002482
00811710 880426 0.017595 0.004963
00811710 880427 -0.014409 0.002056
00811710 880428 0.008772 0.001157
00811710 880429 -0.026087 0.003796
00811710 880502 -0.008929 -0.001114
00811710 880503 -0.006006 0.002655
00811710 880504 0.003021 -0.000176
00811710 880505 -0.003012 -0.001624
00811710 880506 -0.018127 0.000376
00811710 880509 -0.003077 -0.005489
00811710 880510 -0.006173 0.000986
00811710 880511 -0.012422 -0.012381
00811710 880512 0.009434 0.002235
00811710 880513 0.012461 0.005115
00811710 880516 0.003077 0.000834
00811710 880517 -0.018405 -0.001624
00811710 880518 0.003125 -0.010956
00811710 880519 0.006231 -0.001865
00811710 880520 0.012384 0.003239
00811710 880523 -0.003058 -0.003542
00811710 880524 0.02454 0.0017
00811710 880525 0.008982 0.001598
00811710 880526 0 0.003151
00811710 880527 0.002967 -0.000359
00811710 880531 0.038462 0.006501
